"","EXPERIMENT","MODEL","RUN","TRNO","DATE","DAS","DAP","L#SD","GSTD","LAID","LWAD","SWAD","GWAD","RWAD","VWAD","CWAD","G#AD","GWGD","HIAD","PWAD","P#AD","WSPD","WSGD","NSTD","PST1A","PST2A","KSTD","EWSD","LN%D","SH%D","HIPD","PWDD","PWTD","SLAD","CHTD","CWID","NWAD","RDPD","RL1D","RL2D","RL3D","RL4D","RL5D","RL6D","RL7D","RL8D","SNW0C","SNW1C","planting","location","cultivar","density","nitrogen","harvest"
"13495","UFEG0320","CRGRO048",157,29,2009-09-21,264,83,14.4,8,0.67,660,1750,1263,597,2411,3988,6816,18.5,0.317,1578,6816,0,0,0,0,0,0,0,3.75,80.08,0.4,0,1578,101.5,1.22,0.2,0,1,1.69,1.69,1.26,0.71,0.78,0.49,0.22,0.18,894,262,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13496","UFEG0320","CRGRO048",158,29,2010-09-21,264,83,14.4,8,0.801,856,2252,1416,780,3108,4880,7637,18.5,0.29,1772,7637,0,0,0,0,0,0,0,3.94,79.92,0.36,0,1772,93.6,1.24,0.2,0,1,2.11,2.11,1.91,1,1.03,0.61,0.28,0.23,1087,289,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13497","UFEG0320","CRGRO048",159,29,2011-09-22,265,84,14.2,8,0.87,959,2520,1549,888,3478,5414,8509,18.2,0.286,1935,8509,0,0,0,0,0,0,0,3.99,80.05,0.36,0,1935,90.7,1.22,0.2,0,1,2.39,2.39,2.3,1.16,1.17,0.68,0.31,0.25,1222,315,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13498","UFEG0320","CRGRO048",160,29,2012-09-20,264,83,14.2,8,0.969,1107,2841,1313,946,3948,5587,7495,17.5,0.235,1639,7495,0,0,0,0,0,0,0.015,4.25,80.09,0.29,0,1639,87.6,1.26,0.2,0,1,2.54,2.59,2.18,1.23,1.25,0.73,0.34,0.28,1289,347,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13499","UFEG0320","CRGRO048",161,29,2013-09-20,263,82,14.4,8,0.739,796,2166,1505,719,2963,4843,8243,18.3,0.311,1880,8243,0,0,0,0,0,0,0,3.9,80.03,0.39,0,1880,92.8,1.22,0.2,0,1,2.08,2.08,1.77,0.86,0.9,0.52,0.26,0.2,1066,317,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13500","UFEG0320","CRGRO048",162,29,2014-09-21,264,83,14.4,8,0.803,858,2331,1655,820,3189,5259,8927,18.5,0.315,2070,8927,0,0,0,0,0,0,0,3.82,79.95,0.39,0,2070,93.6,1.22,0.2,0,1,2.21,2.19,2.03,1.08,1.09,0.64,0.3,0.24,1187,311,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13501","UFEG0320","CRGRO048",163,29,2015-09-21,264,83,14.4,8,0.849,894,2389,1677,844,3283,5378,9235,18.2,0.312,2094,9235,0,0,0,0,0,0,0,3.87,80.05,0.39,0,2094,95,1.23,0.2,0,1,2.29,2.29,2.13,1.09,1.09,0.64,0.31,0.25,1215,320,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13502","UFEG0320","CRGRO048",164,29,2016-09-20,264,83,14.3,8,0.886,901,2382,1784,848,3283,5511,9752,18.3,0.324,2227,9752,0,0,0,0,0,0,0,3.79,80.11,0.4,0,2227,98.3,1.22,0.2,0,1,2.32,2.32,2.01,1.12,1.12,0.66,0.3,0.23,1237,343,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13503","UFEG0320","CRGRO048",165,29,2017-09-21,264,83,14.4,8,0.765,835,2240,1487,764,3075,4935,7926,18.8,0.301,1860,7926,0,0,0,0,0,0,0,3.89,79.94,0.38,0,1860,91.6,1.23,0.2,0,1,2.17,2.17,1.98,0.96,0.94,0.55,0.27,0.22,1095,304,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13504","UFEG0320","CRGRO048",166,29,2018-09-20,263,82,14.2,8,0.791,815,2131,1507,746,2946,4827,8413,17.9,0.312,1881,8413,0,0,0,0,0,0,0,3.89,80.1,0.39,0,1881,97,1.21,0.2,0,1,2.07,2.07,1.92,0.94,0.93,0.57,0.27,0.21,1058,295,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13505","UFEG0320","CRGRO048",167,29,2019-09-21,264,83,14.4,8,0.725,779,2056,1270,689,2834,4423,6819,18.6,0.287,1588,6819,0,0,0,0,0,0,0,3.91,79.98,0.36,0,1588,93,1.23,0.2,0,1,2.03,2.03,1.65,0.86,0.85,0.49,0.23,0.18,979,283,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13506","UFEG0320","CRGRO048",168,29,2020-09-20,264,83,14.3,8,0.676,707,1936,1387,623,2644,4378,7545,18.4,0.317,1735,7545,0,0,0,0,0,0,0,3.74,79.97,0.4,0,1735,95.5,1.23,0.2,0,1,1.98,1.98,1.37,0.76,0.76,0.42,0.19,0.14,982,312,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13507","UFEG0320","CRGRO048",169,29,2021-09-20,263,82,14.4,8,0.674,721,1943,1304,659,2664,4294,6955,18.7,0.304,1631,6955,0,0,0,0,0,0,0,3.81,79.94,0.38,0,1631,93.6,1.22,0.2,0,1,1.86,1.8,1.69,0.83,0.83,0.5,0.24,0.19,932,264,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13508","UFEG0320","CRGRO048",170,29,2022-09-21,264,83,14.2,8,0.857,896,2469,1918,863,3364,5763,10398,18.4,0.333,2399,10398,0,0,0,0,0,0,0,3.72,79.94,0.42,0,2399,95.7,1.21,0.2,0,1,2.41,2.41,2.12,1.12,1.12,0.65,0.31,0.23,1304,363,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13509","UFEG0320","CRGRO048",171,29,2023-09-23,266,85,14.4,8,1.005,1074,2845,1734,985,3918,6086,9324,18.6,0.285,2167,9324,0,0,0,0,0,0,0,3.99,80,0.36,0,2167,93.5,1.24,0.2,0,1,2.69,2.69,2.41,1.22,1.28,0.77,0.36,0.3,1393,366,"30-June","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity"
"13510","UFEG0320","CRGRO048",1,31,2005-04-12,102,42,8.6,8,0.495,283,221,0,140,504,511,0,0,0,7,246,0,0,0,0,0,0,0,4.99,0,0.01,0,7,174.9,0.42,0.2,0,0.91,0.4,0.4,0.38,0.19,0.18,0.1,0.03,0.01,8,11,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13511","UFEG0320","CRGRO048",2,31,2006-04-12,102,42,8.8,8,0.903,543,440,0,276,983,995,0,0,0,12,511,0,0,0,0,0,0,0,5.01,0,0.01,0,12,166.3,0.42,0.2,0,0.95,0.77,0.77,0.76,0.37,0.36,0.21,0.08,0.02,17,22,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13512","UFEG0320","CRGRO048",3,31,2007-04-10,100,40,8.7,8,0.591,315,244,0,155,559,564,0,0,0,5,187,0,0,0,0,0,0,0.118,5.02,0,0.01,0,5,187.3,0.41,0.2,0,0.95,0.44,0.44,0.4,0.22,0.2,0.11,0.04,0.01,9,14,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13513","UFEG0320","CRGRO048",4,31,2008-04-08,99,39,8.4,8,0.606,343,269,0,169,613,621,0,0,0,9,343,0,0,0,0,0,0,0,4.99,0,0.01,0,9,176.5,0.42,0.2,0,0.9,0.5,0.5,0.46,0.22,0.22,0.12,0.04,0.01,8,15,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13514","UFEG0320","CRGRO048",5,31,2009-04-11,101,41,8.5,8,0.581,324,258,0,163,582,587,0,0,0,4,185,0,0,0,0,0,0,0,5,0,0.01,0,4,179.2,0.42,0.2,0,0.93,0.46,0.46,0.45,0.22,0.21,0.12,0.04,0.01,9,13,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13515","UFEG0320","CRGRO048",6,31,2010-04-18,108,48,8.9,8,0.852,495,393,0,247,887,900,0,0,0,13,496,0,0,0,0,0,0,0,5.04,0,0.01,0,13,172.1,0.42,0.2,0,0.97,0.69,0.69,0.68,0.34,0.33,0.19,0.07,0.02,17,20,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13516","UFEG0320","CRGRO048",7,31,2011-04-10,100,40,8.8,8,0.971,580,474,0,292,1054,1068,0,0,0,14,581,0,0,0,0,0,0,0,5.01,0,0.01,0,14,167.5,0.44,0.2,0,0.97,0.82,0.82,0.77,0.39,0.38,0.22,0.09,0.03,18,24,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13517","UFEG0320","CRGRO048",8,31,2012-04-06,97,37,8.5,8,0.86,510,416,0,257,926,938,0,0,0,11,471,0,0,0,0,0,0,0,5.01,0,0.01,0,11,168.5,0.42,0.2,0,0.94,0.72,0.72,0.72,0.35,0.34,0.19,0.07,0.02,14,19,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13518","UFEG0320","CRGRO048",9,31,2013-04-15,105,45,8.8,8,0.884,521,426,0,263,947,955,0,0,0,8,340,0,0,0,0,0,0,0.161,5.01,0,0.01,0,8,169.5,0.44,0.2,0,0.94,0.76,0.76,0.68,0.35,0.34,0.19,0.08,0.02,16,23,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13519","UFEG0320","CRGRO048",10,31,2014-04-11,101,41,8.6,8,0.781,469,379,0,236,849,857,0,0,0,8,347,0,0,0,0,0,0,0,5,0,0.01,0,8,166.5,0.41,0.2,0,0.95,0.66,0.66,0.64,0.32,0.31,0.18,0.07,0.02,13,18,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13520","UFEG0320","CRGRO048",11,31,2015-04-05,95,35,8,8,0.688,418,323,0,205,742,752,0,0,0,10,371,0,0,0,0,0,0,0,4.98,0,0.01,0,10,164.4,0.37,0.2,0,0.91,0.58,0.58,0.58,0.28,0.27,0.15,0.05,0.01,8,14,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13521","UFEG0320","CRGRO048",12,31,2016-04-06,97,37,8.3,8,0.796,447,344,0,214,791,802,0,0,0,11,408,0,0,0,0,0,0,0,4.98,0,0.01,0,11,178.2,0.41,0.2,0,0.93,0.6,0.6,0.58,0.3,0.28,0.16,0.06,0.01,10,16,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13522","UFEG0320","CRGRO048",13,31,2017-04-11,101,41,8.7,8,0.965,583,470,0,294,1053,1064,0,0,0,11,421,0,0,0,0,0,0,0,5.01,0,0.01,0,11,165.5,0.41,0.2,0,0.96,0.81,0.81,0.81,0.4,0.39,0.22,0.09,0.03,17,22,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13523","UFEG0320","CRGRO048",14,31,2018-04-14,104,44,9.2,8,1.014,603,509,0,311,1112,1128,0,0,0,15,598,0,0,0,0,0,0,0,5.03,0,0.01,0,15,168.1,0.46,0.2,0,0.99,0.85,0.85,0.85,0.42,0.41,0.23,0.09,0.03,23,24,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13524","UFEG0320","CRGRO048",15,31,2019-04-07,97,37,8.2,8,0.685,371,278,0,180,649,655,0,0,0,6,280,0,0,0,0,0,0,0,4.99,0,0.01,0,6,184.7,0.4,0.2,0,0.92,0.51,0.51,0.5,0.25,0.24,0.14,0.05,0.01,8,14,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13525","UFEG0320","CRGRO048",16,31,2020-04-06,97,37,8.2,8,0.741,408,317,0,203,725,730,0,0,0,6,269,0,0,0,0,0,0,0,5,0,0.01,0,6,181.8,0.41,0.2,0,0.91,0.57,0.57,0.57,0.28,0.27,0.15,0.05,0.01,9,15,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13526","UFEG0320","CRGRO048",17,31,2021-04-09,99,39,8.5,8,0.867,523,420,0,262,943,955,39,0,0,12,414,0,0,0,0,0,0,0,5,0,0.01,0,12,165.7,0.4,0.2,0,0.94,0.73,0.73,0.72,0.36,0.35,0.2,0.07,0.02,15,19,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13527","UFEG0320","CRGRO048",18,31,2022-04-06,96,36,8.2,8,0.81,466,361,0,226,826,835,0,0,0,9,387,0,0,0,0,0,0,0,4.98,0,0.01,0,9,173.9,0.4,0.2,0,0.92,0.64,0.64,0.63,0.31,0.3,0.17,0.06,0.01,10,17,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13528","UFEG0320","CRGRO048",19,31,2023-04-08,98,38,8.5,8,0.916,526,421,0,261,947,960,0,0,0,13,532,0,0,0,0,0,0,0,4.99,0,0.01,0,13,174.4,0.43,0.2,0,0.94,0.72,0.72,0.72,0.36,0.35,0.2,0.07,0.02,14,19,"01-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13529","UFEG0320","CRGRO048",20,32,2005-04-21,111,41,8.6,8,0.637,375,303,0,189,679,688,17,0,0,9,330,0,0,0,0,0,0,0,5.01,0,0.01,0,9,169.8,0.4,0.2,0,0.93,0.53,0.53,0.52,0.26,0.25,0.14,0.05,0.01,11,14,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13530","UFEG0320","CRGRO048",21,32,2006-04-20,110,40,8.6,8,1.033,623,501,0,311,1124,1137,0,0,0,12,542,0,0,0,0,0,0,0,5,0,0.01,0,12,165.8,0.42,0.2,0,0.94,0.86,0.86,0.86,0.43,0.41,0.23,0.09,0.02,18,23,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13531","UFEG0320","CRGRO048",22,32,2007-04-19,109,39,8.4,8,0.56,299,226,0,145,526,529,0,0,0,3,136,0,0,0,0,0,0,0,5,0,0.01,0,3,187.1,0.4,0.2,0,0.94,0.41,0.41,0.37,0.2,0.19,0.11,0.04,0.01,7,13,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13532","UFEG0320","CRGRO048",23,32,2008-04-17,108,38,8.3,8,0.592,350,279,0,174,629,635,0,0,0,6,227,0,0,0,0,0,0,0,5,0,0.01,0,6,169.4,0.41,0.2,0,0.9,0.51,0.51,0.46,0.24,0.23,0.13,0.04,0.01,9,13,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13533","UFEG0320","CRGRO048",24,32,2009-04-16,106,36,7.9,8,0.583,327,244,0,157,571,576,0,0,0,5,240,0,0,0,0,0,0,0,4.96,0,0.01,0,5,178.4,0.38,0.2,0,0.9,0.45,0.45,0.44,0.22,0.21,0.11,0.04,0.01,5,11,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13534","UFEG0320","CRGRO048",25,32,2010-04-23,113,43,8.9,8,0.94,542,443,0,274,986,1001,0,0,0,15,595,0,0,0,0,0,0,0,5,0,0.01,0,15,173.2,0.43,0.2,0,0.98,0.75,0.75,0.75,0.37,0.36,0.2,0.08,0.03,18,22,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13535","UFEG0320","CRGRO048",26,32,2011-04-18,108,38,8.4,8,1.028,604,499,0,312,1104,1119,0,0,0,15,625,0,0,0,0,0,0,0,4.96,0,0.01,0,15,170.1,0.43,0.2,0,0.93,0.88,0.88,0.86,0.42,0.41,0.23,0.08,0.02,37,23,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13536","UFEG0320","CRGRO048",27,32,2012-04-15,106,36,8.2,8,0.953,563,438,0,282,1001,1015,0,0,0,13,522,0,0,0,0,0,0,0,4.99,0,0.01,0,13,169.2,0.4,0.2,0,0.92,0.79,0.79,0.79,0.39,0.38,0.21,0.08,0.01,13,21,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13537","UFEG0320","CRGRO048",28,32,2013-04-20,110,40,8.5,8,0.998,569,450,0,280,1019,1027,0,0,0,8,416,0,0,0,0,0,0,0,4.99,0,0.01,0,8,175.2,0.43,0.2,0,0.92,0.81,0.81,0.79,0.37,0.36,0.2,0.08,0.01,14,23,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13538","UFEG0320","CRGRO048",29,32,2014-04-19,109,39,8.6,8,0.83,475,378,0,236,854,865,0,0,0,11,458,0,0,0,0,0,0,0,5,0,0.01,0,11,174.7,0.42,0.2,0,0.92,0.67,0.67,0.65,0.33,0.31,0.17,0.06,0.01,13,18,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13539","UFEG0320","CRGRO048",30,32,2015-04-16,106,36,8.5,8,0.885,517,417,0,259,934,948,0,0,0,14,564,0,0,0,0,0,0,0,4.99,0,0.02,0,14,171.2,0.44,0.2,0,0.93,0.72,0.72,0.71,0.36,0.35,0.19,0.07,0.02,14,19,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13540","UFEG0320","CRGRO048",31,32,2016-04-14,105,35,8,8,0.667,400,318,0,197,718,725,0,0,0,7,313,0,0,0,0,0,0,0,4.98,0,0.01,0,7,166.7,0.38,0.2,0,0.9,0.57,0.57,0.52,0.26,0.26,0.15,0.05,0.01,8,14,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13541","UFEG0320","CRGRO048",32,32,2017-04-20,110,40,8.7,8,1,590,480,0,300,1070,1083,0,0,0,13,525,0,0,0,0,0,0,0,5.01,0,0.01,0,13,169.5,0.42,0.2,0,0.95,0.83,0.83,0.83,0.41,0.4,0.23,0.08,0.02,18,23,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13542","UFEG0320","CRGRO048",33,32,2018-04-21,111,41,8.7,8,1.091,661,543,0,332,1204,1215,0,0,0,12,505,0,0,0,0,0,0,0,5.01,0,0.01,0,12,165.1,0.42,0.2,0,0.95,0.91,0.91,0.91,0.45,0.44,0.25,0.1,0.03,20,24,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13543","UFEG0320","CRGRO048",34,32,2019-04-16,106,36,8.3,8,0.662,359,277,0,175,635,641,0,0,0,5,237,0,0,0,0,0,0,0,4.97,0,0.01,0,5,184.5,0.43,0.2,0,0.91,0.49,0.49,0.49,0.24,0.23,0.13,0.05,0.01,8,13,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13544","UFEG0320","CRGRO048",35,32,2020-04-13,104,34,7.9,8,0.813,437,324,0,212,761,767,0,0,0,7,319,0,0,0,0,0,0,0,4.96,0,0.01,0,7,186,0.41,0.2,0,0.91,0.6,0.6,0.6,0.3,0.28,0.16,0.05,0.01,7,16,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13545","UFEG0320","CRGRO048",36,32,2021-04-18,108,38,8.4,8,0.843,498,397,0,250,896,905,0,0,0,9,410,0,0,0,0,0,0,0,4.98,0,0.01,0,9,169.2,0.4,0.2,0,0.92,0.7,0.7,0.69,0.34,0.33,0.19,0.07,0.01,12,18,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13546","UFEG0320","CRGRO048",37,32,2022-04-16,106,36,8.2,8,0.845,499,389,0,247,888,897,0,0,0,8,399,0,0,0,0,0,0,0,4.98,0,0.01,0,8,169.2,0.4,0.2,0,0.91,0.69,0.69,0.69,0.34,0.33,0.18,0.06,0.01,11,18,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13547","UFEG0320","CRGRO048",38,32,2023-04-16,106,36,8.2,8,0.893,483,376,0,239,859,868,0,0,0,9,434,0,0,0,0,0,0,0.019,4.97,0,0.01,0,9,184.7,0.42,0.2,0,0.92,0.68,0.68,0.64,0.33,0.32,0.18,0.06,0.01,9,18,"15-March","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13548","UFEG0320","CRGRO048",39,33,2005-05-10,130,39,8.7,8,0.763,431,347,0,215,778,785,0,0,0,7,312,0,0,0,0,0,0,0,4.98,0,0.01,0,7,177.1,0.45,0.2,0,0.92,0.62,0.62,0.59,0.3,0.28,0.15,0.05,0.01,12,18,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13549","UFEG0320","CRGRO048",40,33,2006-05-06,126,35,8,8,1.02,614,471,0,301,1085,1098,0,0,0,12,504,0,0,0,0,0,0,0,4.97,0,0.01,0,12,166.2,0.39,0.2,0,0.91,0.84,0.84,0.82,0.42,0.4,0.23,0.08,0.01,11,20,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13550","UFEG0320","CRGRO048",41,33,2007-05-08,128,37,8.4,8,0.561,281,211,0,136,492,496,0,0,0,5,226,0,0,0,0,0,0,0,4.98,0,0.01,0,5,199.9,0.42,0.2,0,0.89,0.4,0.4,0.36,0.19,0.18,0.1,0.03,0,6,12,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13551","UFEG0320","CRGRO048",42,33,2008-05-07,128,37,8.4,8,0.902,533,422,0,268,955,967,0,0,0,12,470,0,0,0,0,0,0,0,5,0,0.01,0,12,169.1,0.4,0.2,0,0.9,0.76,0.76,0.75,0.37,0.36,0.2,0.07,0.01,13,20,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13552","UFEG0320","CRGRO048",43,33,2009-05-08,128,37,8.5,8,0.992,576,469,0,289,1045,1059,0,0,0,14,561,0,0,0,0,0,0,0,5,0,0.01,0,14,172.2,0.42,0.2,0,0.95,0.8,0.8,0.78,0.4,0.38,0.22,0.08,0.02,15,22,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13553","UFEG0320","CRGRO048",44,33,2010-05-07,127,36,8.2,8,0.832,474,377,0,234,850,861,0,0,0,11,436,0,0,0,0,0,0,0,4.98,0,0.01,0,11,175.7,0.42,0.2,0,0.91,0.67,0.67,0.64,0.32,0.31,0.18,0.06,0.01,11,17,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13554","UFEG0320","CRGRO048",45,33,2011-05-05,125,34,8.1,8,1.101,634,489,0,315,1123,1133,0,0,0,11,517,0,0,0,0,0,0,0,4.99,0,0.01,0,11,173.6,0.42,0.2,0,0.9,0.89,0.89,0.89,0.44,0.42,0.23,0.08,0.01,13,23,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13555","UFEG0320","CRGRO048",46,33,2012-05-05,126,35,8.2,8,0.909,528,407,0,261,936,943,0,0,0,8,397,0,0,0,0,0,0,0,4.96,0,0.01,0,8,172,0.4,0.2,0,0.91,0.74,0.74,0.69,0.36,0.35,0.2,0.07,0.01,10,19,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13556","UFEG0320","CRGRO048",47,33,2013-05-04,124,33,7.6,8,0.893,502,359,0,239,861,869,0,0,0,7,370,0,0,0,0,0,0,0,4.95,0,0.01,0,7,178,0.36,0.2,0,0.86,0.71,0.71,0.63,0.32,0.33,0.18,0.05,0,6,20,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13557","UFEG0320","CRGRO048",48,33,2014-05-06,126,35,8.1,8,0.972,555,426,0,270,982,995,0,0,0,13,548,0,0,0,0,0,0,0,4.96,0,0.01,0,13,175,0.41,0.2,0,0.92,0.76,0.76,0.73,0.37,0.36,0.21,0.07,0.01,10,20,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
"13558","UFEG0320","CRGRO048",49,33,2015-05-03,123,32,7.6,8,0.868,487,356,0,233,844,851,0,0,0,8,369,0,0,0,0,0,0,0,4.94,0,0.01,0,8,178.2,0.38,0.2,0,0.88,0.66,0.66,0.65,0.33,0.31,0.17,0.06,0.01,6,16,"01-April","Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","168 Kg/ha (150 LB/acre)","Flowering"
