,X,CWAD,GWAD,DAS,DAP,location,cultivar,density,nitrogen,harvest,planting
63242,18090,622,0,185,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
63243,18091,1066,0,186,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
63244,18092,777,0,186,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
63245,18093,642,0,186,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
63246,18094,524,0,185,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
63247,18095,1348,0,187,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
63248,18096,1425,0,187,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/01/2024
63249,18097,694,0,200,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63250,18098,555,0,200,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63251,18099,769,0,200,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63252,18100,1011,0,200,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63253,18101,540,0,201,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63254,18102,425,0,199,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63255,18103,966,0,200,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63256,18104,1186,0,202,36,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63257,18105,820,0,200,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63258,18106,697,0,200,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63259,18107,956,0,199,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63260,18108,1077,0,202,36,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63261,18109,1135,0,201,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63262,18110,1410,0,201,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63263,18111,997,0,200,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63264,18112,1058,0,200,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63265,18113,1321,0,201,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63266,18114,1220,0,201,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63267,18115,454,0,199,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63268,18116,1229,0,201,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63269,18117,1206,0,201,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/15/2024
63270,18118,728,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63271,18119,697,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63272,18120,941,0,215,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63273,18121,853,0,215,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63274,18122,534,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63275,18123,511,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63276,18124,786,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63277,18125,1199,0,217,36,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63278,18126,835,0,215,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63279,18127,1024,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63280,18128,744,0,213,32,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63281,18129,722,0,217,36,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63282,18130,881,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63283,18131,1399,0,216,35,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63284,18132,893,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63285,18133,754,0,213,32,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63286,18134,813,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63287,18135,903,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63288,18136,640,0,214,33,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63289,18137,1142,0,215,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63290,18138,950,0,215,34,Citra (PSREU),NWG 2730,160/m2 (14.8/sqft),280 Kg/ha (250 LB/acre),Flowering,06/30/2024
63291,18139,6382,1002,191,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63292,18140,7440,915,203,143,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63293,18141,7228,1112,203,143,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63294,18142,8850,1240,201,141,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63295,18143,4637,628,194,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63296,18144,3683,381,187,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63297,18145,8074,834,197,137,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63298,18146,7146,946,202,142,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63299,18147,5176,648,190,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63300,18148,8377,1184,191,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63301,18149,7817,1204,206,146,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63302,18150,8141,1162,205,145,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63303,18151,6550,1117,187,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63304,18152,7912,1105,193,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63305,18153,7687,682,197,137,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63306,18154,7815,976,202,142,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63307,18155,6889,782,191,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63308,18156,7857,1078,191,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63309,18157,6303,863,192,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63310,18158,6950,1248,193,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63311,18159,6390,976,186,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/01/2024
63312,18160,7361,1055,200,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63313,18161,8019,1025,210,140,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63314,18162,8026,1282,209,139,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63315,18163,9191,1247,207,137,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63316,18164,4781,603,202,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63317,18165,4184,420,196,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63318,18166,8389,888,205,135,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63319,18167,7540,1127,205,135,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63320,18168,5390,590,197,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63321,18169,8554,1295,200,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63322,18170,7978,1256,210,140,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63323,18171,8402,1199,210,140,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63324,18172,6365,1046,193,123,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63325,18173,7957,1323,200,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63326,18174,7943,1055,204,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63327,18175,8111,1101,208,138,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63328,18176,7356,734,200,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63329,18177,7706,987,196,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63330,18178,6702,806,199,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63331,18179,7443,1266,199,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63332,18180,6723,970,192,122,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,03/15/2024
63333,18181,8552,1228,221,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63334,18182,8339,1353,224,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63335,18183,8114,1331,224,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63336,18184,9015,1322,219,128,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63337,18185,5549,845,218,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63338,18186,6637,564,217,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63339,18187,7674,1048,223,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63340,18188,8134,1140,219,128,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63341,18189,6580,537,215,124,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63342,18190,8721,1238,220,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63343,18191,8630,1323,220,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63344,18192,8614,1106,224,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63345,18193,6873,937,211,120,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63346,18194,7883,1310,219,128,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63347,18195,8837,1341,222,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63348,18196,7934,1214,220,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63349,18197,8292,902,218,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63350,18198,8369,985,216,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63351,18199,7733,1008,218,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63352,18200,7709,1031,214,123,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63353,18201,7891,1304,214,123,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/01/2024
63354,18202,8334,1136,229,124,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63355,18203,8157,1276,234,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63356,18204,7992,1276,235,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63357,18205,8630,1309,231,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63358,18206,6809,897,230,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63359,18207,7706,806,232,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63360,18208,7483,1063,232,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63361,18209,8861,1245,232,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63362,18210,7159,676,230,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63363,18211,8447,1172,231,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63364,18212,8661,1381,233,128,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63365,18213,8613,1000,235,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63366,18214,7931,1273,228,123,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63367,18215,7135,1138,227,122,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63368,18216,8416,1259,232,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63369,18217,8179,1238,230,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63370,18218,8659,1152,231,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63371,18219,7636,1115,231,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63372,18220,8209,1079,229,124,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63373,18221,8340,1190,229,124,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63374,18222,9120,1389,230,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,04/15/2024
63375,18223,7750,1264,244,123,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63376,18224,8116,1257,249,128,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63377,18225,7958,1219,248,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63378,18226,8226,1194,250,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63379,18227,7439,867,249,128,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63380,18228,8189,972,247,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63381,18229,7240,1122,246,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63382,18230,8666,1167,250,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63383,18231,8099,1079,252,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63384,18232,8378,1075,246,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63385,18233,8484,1323,250,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63386,18234,8366,1064,251,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63387,18235,8664,1343,248,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63388,18236,6508,842,239,118,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63389,18237,7657,1103,247,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63390,18238,8043,1258,244,123,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63391,18239,8696,1275,246,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63392,18240,7611,1117,248,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63393,18241,7510,979,246,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63394,18242,8606,1294,246,125,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63395,18243,8794,1214,247,126,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/01/2024
63396,18244,7328,1156,262,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63397,18245,7679,1125,266,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63398,18246,7715,1068,266,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63399,18247,7800,1040,268,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63400,18248,8137,1022,271,136,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63401,18249,7973,980,266,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63402,18250,7663,1196,265,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63403,18251,7862,1020,269,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63404,18252,8561,1065,271,136,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63405,18253,7694,1073,265,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63406,18254,7995,1171,266,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63407,18255,7907,929,270,135,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63408,18256,8620,1230,265,130,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63409,18257,6551,416,258,123,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63410,18258,6983,1069,264,129,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63411,18259,7969,1262,262,127,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63412,18260,8622,1116,266,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63413,18261,7584,995,266,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63414,18262,7109,899,266,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63415,18263,8930,1273,266,131,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63416,18264,8234,1096,267,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,05/15/2024
63417,18265,7092,1103,284,132,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63418,18266,6143,847,285,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63419,18267,7568,999,286,134,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63420,18268,6975,906,287,135,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63421,18269,8139,1134,289,137,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63422,18270,7418,907,285,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63423,18271,8121,1104,285,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63424,18272,6823,953,285,133,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
63425,18273,8204,1038,289,137,Citra (PSREU),IH Williams,200/m2 (18.6/sqft),224 Kg/ha (200 LB/acre),Grain Maturity,06/01/2024
