"","TRNO","location","cultivar","density","nitrogen","harvest","Mean_CWAD","Median_CWAD","SD_CWAD","Min_CWAD","Max_CWAD","Mean_GWAD","Median_GWAD","SD_GWAD","Min_GWAD","Max_GWAD","Count","planting","avg_planting_to_harvest"
"526",24,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",2500.94736842105,2536,580.120052104563,1043,3437,745.578947368421,751,203.136056154346,324,1108,19,"15-April",84.5263157894737
"527",25,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",2463.10526315789,2447,593.105751741237,1194,3392,687.842105263158,694,196.973563696557,352,1004,19,"01-May",83.1578947368421
"528",26,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",2277.89473684211,2181,566.384919637681,1384,3158,604.315789473684,641,185.999119660873,213,916,19,"15-May",82.3157894736842
"529",27,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",2382.15789473684,2298,564.168046591901,1432,3310,647.789473684211,643,158.017080281907,328,880,19,"01-June",82.9473684210526
"530",28,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",2390.10526315789,2371,607.540569723248,1234,3312,668.157894736842,680,174.046054938818,308,954,19,"15-June",83.3684210526316
"531",29,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",2242.63157894737,2181,446.892630719967,1530,3244,617.947368421053,595,141.866319581425,270,858,19,"30-June",83.1052631578947
"532",31,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Flowering",252,255,65.1442843062826,142,358,0,0,0,0,0,19,"01-March",39.9473684210526
"533",32,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Flowering",266.473684210526,270,72.1736858950166,150,389,0,0,0,0,0,19,"15-March",38
"534",33,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Flowering",284,292,64.7499463749242,142,382,0,0,0,0,0,19,"01-April",35
"535",34,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Flowering",301.526315789474,303,59.7358708734195,139,401,0,0,0,0,0,19,"15-April",33.8947368421053
"536",35,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Flowering",289.315789473684,313,76.3719353861082,143,402,0,0,0,0,0,19,"01-May",32.4736842105263
"537",36,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Flowering",255,274,71.2257756090526,146,375,0,0,0,0,0,19,"15-May",31.7368421052632
"538",37,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Flowering",268.473684210526,256,61.1567825084318,164,360,0,0,0,0,0,19,"01-June",31.9473684210526
"539",38,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Flowering",273.789473684211,296,78.179692551745,108,392,0,0,0,0,0,19,"15-June",32.1578947368421
"540",39,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","56 Kg/ha (50 LB/acre)","Flowering",269.210526315789,278,52.4145642899719,176,366,0,0,0,0,0,19,"30-June",32
"541",1,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10184.9473684211,10409,1374.41064030629,6986,12271,1415.84210526316,1424,249.947830814062,883,1848,19,"01-March",130.263157894737
"542",2,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10285.4210526316,10567,1303.13341671311,7190,12353,1428.15789473684,1467,250.140463464007,892,1829,19,"15-March",127.684210526316
"543",3,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10388.7368421053,10393,1076.89475613426,7841,12109,1366.26315789474,1488,251.054629315185,774,1723,19,"01-April",123.894736842105
"544",4,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10348.4210526316,10490,1030.24766794686,8217,11837,1319.26315789474,1395,275.182735671582,605,1689,19,"15-April",122.473684210526
"545",5,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10031.4210526316,9975,952.684237987562,8408,11462,1281.84210526316,1327,224.214248520842,628,1545,19,"01-May",121.052631578947
"546",6,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",9957.78947368421,9898,985.205200224658,8136,11505,1300.26315789474,1313,172.625105070453,999,1590,19,"15-May",122.210526315789
"547",7,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",9958.21052631579,10163,855.357922415287,8622,11146,1354.21052631579,1353,188.828722787895,952,1692,19,"01-June",125
"548",8,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",9634.68421052631,9940,813.427388867048,8151,10693,1319.15789473684,1343,197.099879688191,877,1578,19,"15-June",124.631578947368
"549",9,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",8827.73684210526,9190,784.813413218232,7223,9814,1241.05263157895,1256,145.738911788708,926,1480,19,"30-June",121.947368421053
"550",11,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",836.052631578947,836,215.082793796097,489,1199,0,0,0,0,0,19,"01-March",44.4210526315789
"551",12,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",882.315789473684,900,209.432845941281,524,1212,0,0,0,0,0,19,"15-March",42.2631578947368
"552",13,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",969.263157894737,1022,206.100256645822,478,1330,0,0,0,0,0,19,"01-April",39.2105263157895
"553",14,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",973.473684210526,971,199.942038384754,475,1289,0,0,0,0,0,19,"15-April",37.7894736842105
"554",15,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",913.947368421053,957,225.179551490265,471,1255,0,0,0,0,0,19,"01-May",36.2631578947368
"555",16,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",978.736842105263,1013,236.507186196967,629,1370,0,0,0,0,0,19,"15-May",37
"556",17,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1269.42105263158,1272,309.318303476366,611,1844,0,0,0,0,0,19,"01-June",39.8947368421053
"557",18,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1262.21052631579,1275,281.367213391912,701,1647,0,0,0,0,0,19,"15-June",39.5789473684211
"558",19,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1013.89473684211,1014,168.153334369703,702,1299,0,0,0,0,0,19,"30-June",37.2105263157895
"559",21,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",3667.10526315789,3992,823.876534354298,1836,4802,1117.52631578947,1175,275.669763872374,575,1513,19,"01-March",92.4210526315789
"560",22,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",3785.10526315789,4005,856.165800060352,1710,5179,1190.42105263158,1234,289.156304480903,569,1634,19,"15-March",90.1052631578947
"561",23,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",3904.05263157895,4073,843.717993544987,1864,5376,1234.21052631579,1332,293.074995890769,602,1714,19,"01-April",86.1578947368421
"562",24,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",3867.89473684211,3925,782.71847462949,1795,5051,1189.78947368421,1223,300.737718682902,573,1725,19,"15-April",84.5263157894737
"563",25,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",3793.10526315789,3886,782.478462233721,2048,4955,1100.94736842105,1090,292.135332733956,619,1558,19,"01-May",83.1578947368421
"564",26,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",3561.42105263158,3558,739.333657633643,2397,4680,982.052631578947,1035,286.126909232834,382,1431,19,"15-May",82.3157894736842
"565",27,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",3677.21052631579,3588,718.263769172066,2514,4873,1051.31578947368,1061,223.299761812974,597,1390,19,"01-June",82.9473684210526
"566",28,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",3686.42105263158,3677,745.166224244219,2354,4855,1083.68421052632,1078,231.920736610971,676,1485,19,"15-June",83.3684210526316
"567",29,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",3485.78947368421,3411,558.898478054762,2556,4596,991.368421052632,978,209.674141500651,470,1359,19,"30-June",83.1052631578947
"568",31,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",470.789473684211,480,113.26300707614,274,652,0,0,0,0,0,19,"01-March",39.9473684210526
"569",32,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",497.736842105263,506,127.503743781752,288,713,0,0,0,0,0,19,"15-March",38
"570",33,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",530.368421052632,546,115.540858826995,272,702,0,0,0,0,0,19,"01-April",35
"571",34,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",561.421052631579,567,106.670997719089,265,735,0,0,0,0,0,19,"15-April",33.8947368421053
"572",35,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",539.105263157895,582,136.157137462093,273,732,0,0,0,0,0,19,"01-May",32.4736842105263
"573",36,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",477.631578947368,514,127.893276048741,278,689,0,0,0,0,0,19,"15-May",31.7368421052632
"574",37,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",500.526315789474,481,108.371976913393,317,664,0,0,0,0,0,19,"01-June",31.9473684210526
"575",38,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",512.473684210526,547,131.14341954985,256,715,0,0,0,0,0,19,"15-June",32.1578947368421
"576",39,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","56 Kg/ha (50 LB/acre)","Flowering",501.578947368421,520,89.4845211875425,337,649,0,0,0,0,0,19,"30-June",32
"577",1,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",8934.73684210526,9183,1391.33967584025,5712,11150,1122.52631578947,1154,233.368894533253,641,1540,19,"01-March",130.263157894737
"578",2,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",9067.68421052631,9392,1316.90255493005,5886,11165,1147.36842105263,1203,236.973324923178,644,1526,19,"15-March",127.684210526316
"579",3,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",9245.05263157895,9304,1123.67143644218,6528,11002,1102.73684210526,1227,232.635585819267,561,1436,19,"01-April",123.894736842105
"580",4,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",9197.1052631579,9406,1060.28046052484,6906,10729,1074.05263157895,1138,245.123432327518,424,1413,19,"15-April",122.473684210526
"581",5,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",8898.57894736842,8800,1011.94023296226,7185,10432,1042.47368421053,1077,211.842543314356,439,1302,19,"01-May",121.052631578947
"582",6,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",8855.78947368421,8893,1033.69915991858,6967,10414,1052,1093,195.666666666667,556,1333,19,"15-May",122.210526315789
"583",7,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",8959.31578947369,9201,947.835959355812,7538,10275,1138.57894736842,1128,194.467453943519,745,1475,19,"01-June",125
"584",8,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",8602.31578947369,8929,928.90300011666,7042,9804,1118.78947368421,1144,197.394016274098,652,1364,19,"15-June",124.631578947368
"585",9,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",7754,8140,836.098877725197,6057,8816,1016.73684210526,1026,146.734015637238,702,1286,19,"30-June",121.947368421053
"586",11,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",469.631578947368,466,131.990829027506,260,695,0,0,0,0,0,19,"01-March",44.4210526315789
"587",12,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",499.157894736842,519,130.159843251756,284,703,0,0,0,0,0,19,"15-March",42.2631578947368
"588",13,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",551.157894736842,585,127.127784863147,259,782,0,0,0,0,0,19,"01-April",39.2105263157895
"589",14,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",554.684210526316,553,124.004951796997,257,759,0,0,0,0,0,19,"15-April",37.7894736842105
"590",15,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",521.315789473684,565,138.226887813551,255,736,0,0,0,0,0,19,"01-May",36.2631578947368
"591",16,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",563.473684210526,589,149.919374043018,348,817,0,0,0,0,0,19,"15-May",37
"592",17,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",762.631578947368,756,212.61342346206,322,1177,0,0,0,0,0,19,"01-June",39.8947368421053
"593",18,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",756.210526315789,762,204.676052702087,299,1085,0,0,0,0,0,19,"15-June",39.5789473684211
"594",19,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",586.947368421053,585,111.584284877302,386,770,0,0,0,0,0,19,"30-June",37.2105263157895
"595",21,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",2318.68421052632,2518,605.714459005193,1063,3337,680.842105263158,713,193.164657210686,327,1010,19,"01-March",92.4210526315789
"596",22,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",2415.73684210526,2590,631.466533124393,987,3517,731.894736842105,808,199.7361856541,322,1043,19,"15-March",90.1052631578947
"597",23,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",2516.15789473684,2610,631.423283204777,1079,3673,772,836,192.574660846125,347,1105,19,"01-April",86.1578947368421
"598",24,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",2500.78947368421,2536,580.049765963363,1043,3437,745.526315789474,751,203.143454627253,324,1108,19,"15-April",84.5263157894737
"599",25,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",2463.42105263158,2447,592.951311078693,1194,3392,687.842105263158,694,196.973563696557,352,1004,19,"01-May",83.1578947368421
"600",26,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",2277.89473684211,2181,566.384919637681,1384,3158,604.315789473684,641,185.999119660873,213,916,19,"15-May",82.3157894736842
"601",27,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",2382.15789473684,2298,564.168046591901,1432,3310,647.789473684211,643,158.017080281907,328,880,19,"01-June",82.9473684210526
"602",28,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",2390.10526315789,2371,607.540569723248,1234,3312,668.157894736842,680,174.046054938818,308,954,19,"15-June",83.3684210526316
"603",29,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",2242.73684210526,2181,446.842980388869,1530,3244,618,595,141.839894090328,270,858,19,"30-June",83.1052631578947
"604",31,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",252,255,65.1442843062826,142,358,0,0,0,0,0,19,"01-March",39.9473684210526
"605",32,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",266.473684210526,270,72.1736858950166,150,389,0,0,0,0,0,19,"15-March",38
"606",33,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",284,292,64.7499463749242,142,382,0,0,0,0,0,19,"01-April",35
"607",34,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",301.526315789474,303,59.7358708734195,139,401,0,0,0,0,0,19,"15-April",33.8947368421053
"608",35,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",289.315789473684,313,76.3719353861082,143,402,0,0,0,0,0,19,"01-May",32.4736842105263
"609",36,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",255,274,71.2257756090526,146,375,0,0,0,0,0,19,"15-May",31.7368421052632
"610",37,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",268.473684210526,256,61.1567825084318,164,360,0,0,0,0,0,19,"01-June",31.9473684210526
"611",38,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",273.789473684211,296,78.179692551745,108,392,0,0,0,0,0,19,"15-June",32.1578947368421
"612",39,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","224 Kg/ha (200 LB/acre)","Flowering",269.210526315789,278,52.4145642899719,176,366,0,0,0,0,0,19,"30-June",32
"613",1,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10184.9473684211,10409,1374.41064030629,6986,12271,1415.84210526316,1424,249.947830814062,883,1848,19,"01-March",130.263157894737
"614",2,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10285.1578947368,10567,1303.00291050915,7190,12353,1428.15789473684,1467,250.140463464007,892,1829,19,"15-March",127.684210526316
"615",3,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10388.8947368421,10393,1076.77073257324,7841,12109,1366.31578947368,1488,250.96769438661,774,1723,19,"01-April",123.894736842105
"616",4,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10348.2105263158,10490,1030.3574125811,8217,11837,1319.26315789474,1395,275.182735671582,605,1689,19,"15-April",122.473684210526
"617",5,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10031.4736842105,9975,952.654383430321,8408,11462,1281.84210526316,1327,224.214248520842,628,1545,19,"01-May",121.052631578947
"618",6,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",9957.78947368421,9898,985.205200224658,8136,11505,1300.26315789474,1313,172.625105070453,999,1590,19,"15-May",122.210526315789
"619",7,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",9958.21052631579,10163,855.357922415287,8622,11146,1354.21052631579,1353,188.828722787895,952,1692,19,"01-June",125
"620",8,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",9634.57894736842,9940,813.602026367893,8151,10693,1319.10526315789,1343,197.224602571913,876,1578,19,"15-June",124.631578947368
"621",9,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",8827.73684210526,9190,784.813413218232,7223,9814,1241.05263157895,1256,145.738911788708,926,1480,19,"30-June",121.947368421053
"622",11,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",836.052631578947,836,215.082793796097,489,1199,0,0,0,0,0,19,"01-March",44.4210526315789
"623",12,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",882.315789473684,900,209.432845941281,524,1212,0,0,0,0,0,19,"15-March",42.2631578947368
"624",13,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",969.263157894737,1022,206.100256645822,478,1330,0,0,0,0,0,19,"01-April",39.2105263157895
"625",14,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",973.473684210526,971,199.942038384754,475,1289,0,0,0,0,0,19,"15-April",37.7894736842105
"626",15,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",913.947368421053,957,225.179551490265,471,1255,0,0,0,0,0,19,"01-May",36.2631578947368
"627",16,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",978.736842105263,1013,236.507186196967,629,1370,0,0,0,0,0,19,"15-May",37
"628",17,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1269.42105263158,1272,309.318303476366,611,1844,0,0,0,0,0,19,"01-June",39.8947368421053
"629",18,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1262.21052631579,1275,281.367213391912,701,1647,0,0,0,0,0,19,"15-June",39.5789473684211
"630",19,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1013.89473684211,1014,168.153334369703,702,1299,0,0,0,0,0,19,"30-June",37.2105263157895
"631",21,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",3667.10526315789,3992,823.876534354298,1836,4802,1117.52631578947,1175,275.669763872374,575,1513,19,"01-March",92.4210526315789
"632",22,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",3785.10526315789,4005,855.494197313709,1710,5179,1190.42105263158,1234,288.969493928083,569,1634,19,"15-March",90.1052631578947
"633",23,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",3904.05263157895,4073,843.717993544987,1864,5376,1234.21052631579,1332,293.074995890769,602,1714,19,"01-April",86.1578947368421
"634",24,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",3867.89473684211,3925,782.71847462949,1795,5051,1189.78947368421,1223,300.737718682902,573,1725,19,"15-April",84.5263157894737
"635",25,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",3786.68421052632,3768,782.389648067706,2048,4955,1100.89473684211,1090,292.14016703114,619,1558,19,"01-May",83.1578947368421
"636",26,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",3561.73684210526,3559,738.896688170595,2402,4680,982.157894736842,1035,285.894165180422,384,1431,19,"15-May",82.3157894736842
"637",27,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",3677.57894736842,3588,717.970311657141,2514,4873,1051.31578947368,1061,223.299761812974,597,1390,19,"01-June",82.9473684210526
"638",28,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",3686.42105263158,3677,745.166224244219,2354,4855,1083.68421052632,1078,231.920736610971,676,1485,19,"15-June",83.3684210526316
"639",29,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",3485.78947368421,3411,558.898478054762,2556,4596,991.368421052632,978,209.674141500651,470,1359,19,"30-June",83.1052631578947
"640",31,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",470.789473684211,480,113.26300707614,274,652,0,0,0,0,0,19,"01-March",39.9473684210526
"641",32,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",497.736842105263,506,127.503743781752,288,713,0,0,0,0,0,19,"15-March",38
"642",33,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",530.368421052632,546,115.540858826995,272,702,0,0,0,0,0,19,"01-April",35
"643",34,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",561.421052631579,567,106.670997719089,265,735,0,0,0,0,0,19,"15-April",33.8947368421053
"644",35,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","224 Kg/ha (200 LB/acre)","Flowering",539.105263157895,582,136.157137462093,273,732,0,0,0,0,0,19,"01-May",32.4736842105263
