,location,cultivar,density,nitrogen,harvest,Mean_CWAD,SD_CWAD,SD_GWAD,Mean_GWAD,planting,avg_planting_to_harvest
3588,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,110.25,43.82125776,0,0,05/15/2024,32.6
3589,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,73.38095238,37.76966533,0,0,06/01/2024,33.57142857
3590,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,68.33333333,33.38312947,0,0,06/15/2024,33.76190476
3591,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,60.14285714,26.04090189,0,0,06/30/2024,33.23809524
3592,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1422.095238,191.1614252,29.57927202,167.3333333,03/01/2024,132.6666667
3593,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1335.333333,198.2953185,26.54726244,157.5714286,03/15/2024,129.5714286
3594,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1103.761905,245.1882756,24.47544931,131.952381,04/01/2024,125.5238095
3595,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,950.9047619,255.1083897,26.94491736,110.8571429,04/15/2024,123.8571429
3596,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,785.1904762,263.1981419,28.02549859,84.85714286,05/01/2024,123.4285714
3597,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,618.4285714,288.9109848,27.51709425,62.0952381,05/15/2024,127.7619048
3598,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,550.2380952,236.2428633,24.44274164,59.04761905,06/01/2024,131.4761905
3599,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,498.0952381,220.2698129,26.5169308,53.61904762,06/15/2024,129.7619048
3600,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,426.6190476,197.1447377,24.92311988,45.52380952,06/30/2024,125.5238095
3601,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,415.8095238,107.551206,0,0,03/01/2024,46.66666667
3602,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,389,105.7870502,0,0,03/15/2024,43.95238095
3603,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,322.2380952,88.47367109,0,0,04/01/2024,40.04761905
3604,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,286.8571429,76.44886246,0,0,04/15/2024,38.23809524
3605,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,272.1904762,114.5528782,0,0,05/01/2024,37.61904762
3606,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,239.2857143,118.1478493,0,0,05/15/2024,41.61904762
3607,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,193.5714286,102.5614798,0,0,06/01/2024,45.76190476
3608,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,166.2857143,75.14329169,0,0,06/15/2024,44.28571429
3609,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,125.9047619,63.20356379,0,0,06/30/2024,40.28571429
3610,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,965.6190476,181.7125412,44.40752832,203.1428571,03/01/2024,94.61904762
3611,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,895.8095238,166.485921,37.83724544,187.4285714,03/15/2024,91.47619048
3612,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,742.8095238,164.1973261,36.03120341,149.3809524,04/01/2024,87.38095238
3613,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,630.2857143,171.9875411,35.59200017,128.7619048,04/15/2024,85.38095238
3614,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,488.952381,178.3548363,37.28659915,96.23809524,05/01/2024,84
3615,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,364.4,144.9836288,28.29892131,64.75,05/15/2024,83.95
3616,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,277.952381,117.0954637,22.07239172,48.0952381,06/01/2024,84.95238095
3617,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,255.9047619,105.393503,21.26645022,46.47619048,06/15/2024,85.28571429
3618,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,216.3333333,111.7744753,21.16106037,41.0952381,06/30/2024,84.52380952
3619,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,289.3333333,72.659021,0,0,03/01/2024,41.95238095
3620,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,271.2380952,76.80683873,0,0,03/15/2024,39.42857143
3621,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,228.952381,61.26538679,0,0,04/01/2024,36.04761905
3622,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,213.8571429,57.48676866,0,0,04/15/2024,34.28571429
3623,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,192.3333333,74.10015744,0,0,05/01/2024,32.71428571
3624,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,156.1,60.74701639,0,0,05/15/2024,32.6
3625,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,104,50.5153442,0,0,06/01/2024,33.57142857
3626,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,97.04761905,44.48311611,0,0,06/15/2024,33.76190476
3627,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,86.42857143,37.05613502,0,0,06/30/2024,33.23809524
3628,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5621.047619,886.5796905,173.7145579,822.047619,03/01/2024,130.5238095
3629,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5880.285714,754.7175725,184.5099817,842.3333333,03/15/2024,127.6666667
3630,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,6171.761905,771.901542,135.7257915,854.0952381,04/01/2024,124.8095238
3631,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5964.333333,655.9080982,121.7539869,824.6666667,04/15/2024,123.3333333
3632,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5673.428571,827.4170999,166.2159668,808.3809524,05/01/2024,123.1428571
3633,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5489.25,765.7690235,99.78021901,823.75,05/15/2024,127.3
3634,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5298.285714,743.145823,119.9364316,774.952381,06/01/2024,130.7619048
3635,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5326.666667,658.7102803,109.8153645,801.2857143,06/15/2024,129.2857143
3636,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5003.428571,635.0556331,118.1534918,779.047619,06/30/2024,125.1904762
3637,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,464.952381,103.6573568,0,0,03/01/2024,46.66666667
3638,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,501.8095238,122.3362657,0,0,03/15/2024,43.95238095
3639,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,576.2857143,112.8716718,0,0,04/01/2024,40.04761905
3640,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,547.6666667,103.2876243,0,0,04/15/2024,38.23809524
3641,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,587.7142857,193.6551427,0,0,05/01/2024,37.61904762
3642,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,906.05,273.4297706,0,0,05/15/2024,41.65
3643,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,1009.714286,464.4187919,0,0,06/01/2024,45.76190476
3644,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,942.047619,396.2511169,0,0,06/15/2024,44.28571429
3645,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,617,186.4690323,0,0,06/30/2024,40.28571429
3646,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,2338.333333,480.9868328,152.2227222,665.5714286,03/01/2024,94.61904762
3647,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,2451.47619,532.756006,165.503949,719.4285714,03/15/2024,91.47619048
3648,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,2641,473.3793405,179.7882087,782,04/01/2024,87.38095238
3649,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,2578.238095,498.866205,168.9158004,723.6190476,04/15/2024,85.38095238
3650,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,2549.238095,810.8110695,229.1885479,656.9047619,05/01/2024,84
3651,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,2597.6,651.3072199,183.754871,639.8,05/15/2024,83.95
3652,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,2181.47619,937.8722524,260.9839714,564.3333333,06/01/2024,84.95238095
3653,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,2216.52381,766.5017038,220.9262105,591.0952381,06/15/2024,85.28571429
3654,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,1998,543.0253217,137.8821616,519.7619048,06/30/2024,84.52380952
3655,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,248.3333333,56.08059676,0,0,03/01/2024,41.95238095
3656,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,264.1428571,63.68381719,0,0,03/15/2024,39.42857143
3657,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,308.5714286,64.02309851,0,0,04/01/2024,36.04761905
3658,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,306.952381,51.203004,0,0,04/15/2024,34.28571429
3659,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,294.6666667,96.96459835,0,0,05/01/2024,32.71428571
3660,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,291.1,86.97967095,0,0,05/15/2024,32.6
3661,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,252.3333333,124.9193073,0,0,06/01/2024,33.57142857
3662,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,273.9047619,129.0813328,0,0,06/15/2024,33.76190476
3663,Apopka (MREC),NWG 2730,40/m2 (3.7/sqft),168 Kg/ha (150 LB/acre),Flowering,245.5238095,79.94912073,0,0,06/30/2024,33.23809524
3664,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5789.904762,997.4717993,225.6061043,871.2857143,03/01/2024,128.952381
3665,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,6008.428571,903.3662364,220.2330368,904.2380952,03/15/2024,126.3809524
3666,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,6467.095238,705.7792789,171.9617621,938.6190476,04/01/2024,124.1904762
3667,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,6369.380952,511.2151676,97.45426278,927.6666667,04/15/2024,123
3668,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,6137.904762,565.5456573,121.4505974,903.952381,05/01/2024,122.9047619
3669,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5794.9,681.7162475,98.32566726,884.6,05/15/2024,127.15
3670,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5554.47619,690.0006246,91.783778,822.5238095,06/01/2024,130.5714286
3671,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5622.857143,612.4179362,98.35216123,836.952381,06/15/2024,129
3672,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5412.047619,544.5537142,85.63310441,859.1428571,06/30/2024,124.8571429
3673,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,829.047619,170.323949,0,0,03/01/2024,46.66666667
3674,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,887.7619048,198.5968038,0,0,03/15/2024,43.95238095
3675,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,1006,177.833349,0,0,04/01/2024,40.04761905
3676,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,959.2380952,161.274271,0,0,04/15/2024,38.23809524
3677,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,1016.095238,295.8188474,0,0,05/01/2024,37.61904762
3678,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,1460.8,391.5060798,0,0,05/15/2024,41.65
3679,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,1566.52381,612.7468987,0,0,06/01/2024,45.76190476
3680,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,1485.714286,519.1609715,0,0,06/15/2024,44.28571429
3681,Apopka (MREC),IH Williams,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,1046.571429,273.48685,0,0,06/30/2024,40.28571429
3682,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3574,643.6223271,220.8161916,1069.095238,03/01/2024,94.61904762
3683,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3667.095238,667.4789064,220.8174855,1136.809524,03/15/2024,91.42857143
3684,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3929.952381,507.2628979,241.3986626,1219.714286,04/01/2024,87.38095238
3685,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3850.714286,568.9718924,235.3857725,1150.809524,04/15/2024,85.38095238
3686,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3809.47619,849.2106699,289.419172,1035.428571,05/01/2024,84
3687,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3776.1,755.60376,248.419128,984.2,05/15/2024,83.95
3688,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3227.47619,1048.633378,351.7462559,883.8571429,06/01/2024,84.95238095
3689,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3293.904762,831.1675466,277.7186226,929.3333333,06/15/2024,85.28571429
3690,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3070.428571,597.8551306,177.3659789,822.2380952,06/30/2024,84.52380952
3691,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,464.8571429,100.5411785,0,0,03/01/2024,41.95238095
3692,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,494.6666667,113.8113937,0,0,03/15/2024,39.42857143
3693,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,571.952381,112.3033731,0,0,04/01/2024,36.04761905
3694,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,569.6666667,90.65005975,0,0,04/15/2024,34.28571429
3695,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,549.2857143,159.3512293,0,0,05/01/2024,32.71428571
3696,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,538.6,154.0531009,0,0,05/15/2024,32.6
3697,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,464.0952381,218.2862581,0,0,06/01/2024,33.57142857
3698,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,503.4285714,224.3458427,0,0,06/15/2024,33.76190476
3699,Apopka (MREC),NWG 2730,80/m2 (7.4/sqft),168 Kg/ha (150 LB/acre),Flowering,452.6190476,133.6014507,0,0,06/30/2024,33.23809524
3700,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5770.428571,1046.355751,230.0098445,877.1428571,03/01/2024,128.047619
3701,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,6016.333333,957.4796255,250.8927014,891.6190476,03/15/2024,125.6190476
3702,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,6598.666667,690.5380028,185.6578266,959.1428571,04/01/2024,123.7142857
3703,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,6600.238095,520.5987807,99.64064002,963.5714286,04/15/2024,122.7619048
3704,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,6387.47619,496.81693,97.94604929,946.1428571,05/01/2024,122.8095238
3705,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5961.3,615.1742671,89.13991073,906.65,05/15/2024,127.05
3706,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5680.285714,660.7765237,85.94760309,840.9047619,06/01/2024,130.5238095
3707,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5785.095238,609.037922,95.90302642,847.0952381,06/15/2024,128.9047619
3708,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,5612.190476,526.2044868,68.87134313,891.1904762,06/30/2024,124.7142857
3709,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,1124,217.2022099,0,0,03/01/2024,46.66666667
3710,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,1195.190476,247.237865,0,0,03/15/2024,43.95238095
3711,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,1342.714286,219.0593853,0,0,04/01/2024,40.04761905
3712,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,1283.761905,202.3637578,0,0,04/15/2024,38.23809524
3713,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,1346.380952,363.677395,0,0,05/01/2024,37.61904762
3714,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,1846.9,455.0540627,0,0,05/15/2024,41.65
3715,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,1926.238095,662.4180632,0,0,06/01/2024,45.76190476
3716,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,1853.714286,558.1037666,0,0,06/15/2024,44.28571429
3717,Apopka (MREC),IH Williams,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,1373.333333,319.210641,0,0,06/30/2024,40.28571429
3718,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,4181.285714,625.2696333,261.9392332,1336.190476,03/01/2024,94.47619048
3719,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,4217.047619,592.1098273,248.8476681,1398.190476,03/15/2024,91.28571429
3720,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,4545.095238,501.8410012,240.7358758,1445.190476,04/01/2024,87.23809524
3721,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,4493.333333,509.5166664,259.7691558,1403.285714,04/15/2024,85.28571429
3722,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,4466.52381,807.1892974,315.3884227,1280.571429,05/01/2024,84
3723,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,4370.35,732.0243938,286.3175271,1197.4,05/15/2024,83.95
3724,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3807.238095,962.7576489,373.1158444,1081.333333,06/01/2024,84.9047619
3725,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3932.619048,788.7560761,274.3748565,1135.809524,06/15/2024,85.28571429
3726,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Grain Maturity,3711.857143,561.1430554,190.3223331,1015.238095,06/30/2024,84.47619048
3727,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,655.3809524,136.4596923,0,0,03/01/2024,41.95238095
3728,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,695.1904762,152.504957,0,0,03/15/2024,39.42857143
3729,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,797.7619048,148.7853839,0,0,04/01/2024,36.04761905
3730,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,794.8095238,121.7807945,0,0,04/15/2024,34.28571429
3731,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,764.7142857,208.4329971,0,0,05/01/2024,32.71428571
3732,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,749.9,207.4405178,0,0,05/15/2024,32.6
3733,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,644.8571429,290.1267457,0,0,06/01/2024,33.57142857
3734,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,697.1428571,294.2045693,0,0,06/15/2024,33.76190476
3735,Apopka (MREC),NWG 2730,120/m2 (11.2/sqft),168 Kg/ha (150 LB/acre),Flowering,633.1904762,176.3396209,0,0,06/30/2024,33.23809524
3736,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3155.904762,405.4958575,90.09003433,537.2857143,03/01/2024,131.2857143
3737,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3211.952381,370.6001182,79.38975585,539.3333333,03/15/2024,128.4285714
3738,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3180.333333,427.0774325,67.51363178,520.9047619,04/01/2024,125.2380952
3739,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2992.428571,390.6400609,59.61834968,485.047619,04/15/2024,123.7619048
3740,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2614.714286,702.9137318,113.8059752,420,05/01/2024,123.3333333
3741,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2437.35,384.4545384,64.2636633,402.85,05/15/2024,127.7
3742,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2325.333333,346.4916064,53.9671858,380.5714286,06/01/2024,131.2857143
3743,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2358.142857,316.1762619,48.72327106,386.4285714,06/15/2024,129.7142857
3744,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2307.285714,386.5797645,53.46351671,389.952381,06/30/2024,125.5238095
3745,Apopka (MREC),IH Williams,40/m2 (3.7/sqft),56 Kg/ha (50 LB/acre),Flowering,401.0952381,96.46704347,0,0,03/01/2024,46.66666667
