TRNO,DATE,CHTD,CWID,SWAD,LWAD,GWAD,CWAD,L#SD,G#AD,P#AD,GSTD,PWAD,RDPD,RWAD,FLWAD,Date,non_missing_biomass,non_missing_structure,row_type,experiment,LAID
2,2022-08-30T00:00:00Z,2.25,0.46,4212,2927,NA,7140,22,NA,NA,NA,NA,NA,1027,NA,2022-08-30,4,3,mixed_harvest,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-06T00:00:00Z,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-06,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,0,1,standing_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,NA,NA,NA,NA,1027,7188,NA,NA,NA,NA,NA,NA,945.3,NA,2022-09-15,3,0,harvest_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,NA,NA,NA,NA,983,6587,NA,NA,NA,NA,NA,NA,1124,NA,2022-09-15,3,0,harvest_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,NA,NA,NA,NA,1038,4901,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15,2,0,harvest_only,UFCI2201,NA
2,2022-09-15T00:00:00Z,NA,NA,NA,NA,784,5767,NA,NA,NA,NA,NA,NA,771,NA,2022-09-15,3,0,harvest_only,UFCI2201,NA
3,2022-05-17T00:00:00Z,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-17,0,1,standing_only,UFCI2201,NA
3,2022-05-17T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-17,0,1,standing_only,UFCI2201,NA
3,2022-05-17T00:00:00Z,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-17,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-05-24T00:00:00Z,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-24,0,1,standing_only,UFCI2201,NA
3,2022-06-02T00:00:00Z,0.33,0.16,54,76,NA,130,10,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
3,2022-06-02T00:00:00Z,0.36,0.145,58,98,NA,156,10,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
3,2022-06-02T00:00:00Z,0.37,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2022-06-02,0,2,standing_only,UFCI2201,NA
3,2022-06-02T00:00:00Z,0.29,0.17,30.2,28,NA,58.2,10,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
3,2022-06-02T00:00:00Z,0.26,0.11,46,44,NA,91.4,11,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
3,2022-06-02T00:00:00Z,0.33,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2022-06-02,0,2,standing_only,UFCI2201,NA
3,2022-06-02T00:00:00Z,0.32,0.155,30,41.8,NA,71.8,8,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
3,2022-06-02T00:00:00Z,0.33,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2022-06-02,0,2,standing_only,UFCI2201,NA
3,2022-06-02T00:00:00Z,0.32,0.155,48,76,NA,118,9,NA,NA,NA,NA,NA,NA,NA,2022-06-02,3,3,mixed_harvest,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
3,2022-06-07T00:00:00Z,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07,0,1,standing_only,UFCI2201,NA
